User_ID,Book_ID,Book_Title,Recommendation_Score
158295,312195516,The Red Tent (Bestselling Backlist),10
158295,316569321,White Oleander : A Novel,10
158295,044651862X,The Celestine Prophecy (Celestine Prophecy),10
159033,380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",9.51
159033,345353145,Sphere,9
159033,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),9
159033,006101351X,The Perfect Storm : A True Story of Men Against the Sea,9
159033,439064864,Harry Potter and the Chamber of Secrets (Book 2),9
160819,64400557,Charlotte's Web (Trophy Newbery),10
160819,345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
160819,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
160819,451166892,The Pillars of the Earth,10
160819,055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),10
161752,440212561,Outlander,10
161752,446610399,The Rescue,10
161752,451203771,Scarlet Feather,10
161752,044021145X,The Firm,10
161752,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
162052,64400557,Charlotte's Web (Trophy Newbery),10
162052,044021145X,The Firm,10
162052,440211727,A Time to Kill,10
162052,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
162052,679781587,,10
162639,439139600,Harry Potter and the Goblet of Fire (Book 4),10
162639,345337662,Interview with the Vampire,10
162639,425115801,Lightning,10
162639,140067477,The Tao of Pooh,10
162639,441172717,Dune (Remembering Tomorrow),10
162738,345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
162738,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",10
162738,743418174,Good in Bed,10
162738,449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),10
162738,446310786,To Kill a Mockingbird,10
163973,316776963,Me Talk Pretty One Day,10
163973,60175400,The Poisonwood Bible,10
163973,64400557,Charlotte's Web (Trophy Newbery),10
163973,142001740,The Secret Life of Bees,10
163973,316569321,White Oleander : A Novel,10
164533,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",10
164533,425124347,The Bad Place,10
164533,380789035,American Gods,10
164533,451160525,"The Gunslinger (The Dark Tower, Book 1)",10
164533,446601241,Kiss the Girls,10
165308,380718340,Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),10
165308,385335482,Confessions of a Shopaholic (Summer Display Opportunity),10
165308,044651862X,The Celestine Prophecy (Celestine Prophecy),10
165308,452282829,We Were the Mulvaneys,10
165308,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
165319,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10
165319,684872153,Angela's Ashes (MMP) : A Memoir,10
165319,446532231,"Dude, Where's My Country?",10
165319,440498058,A Wrinkle In Time,10
165319,380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",10
166123,345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",10
166123,034540288X,The Lost World,10
166123,440998050,A Wrinkle in Time,10
166123,842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),10
166123,312983271,Full House (Janet Evanovich's Full Series),10
16634,439064872,Harry Potter and the Chamber of Secrets (Book 2),10
16634,141000198,Bridget Jones's Diary,10
16634,441172717,Dune (Remembering Tomorrow),10
16634,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
16634,679781587,,10
166596,312195516,The Red Tent (Bestselling Backlist),10
166596,375727345,House of Sand and Fog,10
166596,385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),10
166596,679744398,"All the Pretty Horses (The Border Trilogy, Vol 1)",10
166596,786868716,The Five People You Meet in Heaven,10
167349,345413903,The Murder Book,10
167349,345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
167349,451169530,The Stand: Complete and Uncut,10
167349,440414806,Holes (Yearling Newbery),10
167349,051513628X,Key of Light (Key Trilogy (Paperback)),10
167471,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10
167471,080410753X,The Kitchen God's Wife,10
167471,345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,10
167471,345413350,"The Golden Compass (His Dark Materials, Book 1)",10
167471,440498058,A Wrinkle In Time,10
167800,375705856,Plainsong (Vintage Contemporaries),10
167800,312278586,The Nanny Diaries: A Novel,10
167800,590353403,Harry Potter and the Sorcerer's Stone (Book 1),10
167800,61009059,One for the Money (Stephanie Plum Novels (Paperback)),10
167800,014028009X,Bridget Jones's Diary,10
16795,60199652,Prodigal Summer,10
16795,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10
16795,385335482,Confessions of a Shopaholic (Summer Display Opportunity),10
16795,440202043,Shell Seekers,10
16795,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
168064,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10
168064,312195516,The Red Tent (Bestselling Backlist),10
168064,380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",10
168064,439136350,Harry Potter and the Prisoner of Azkaban (Book 3),10
168064,441003257,Good Omens,10
168245,316666343,The Lovely Bones: A Novel,10
168245,425169863,Point of Origin,10
168245,425147622,The Body Farm,10
168245,044021145X,The Firm,10
168245,553268880,The Prince of Tides,10
168387,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10
168387,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",10
168387,451166892,The Pillars of the Earth,10
168387,515131229,Dance upon the Air (Three Sisters Island Trilogy),10
168387,051513287X,Face the Fire (Three Sisters Island Trilogy),10
16916,451176464,Gerald's Game,10
16916,345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
16916,380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),10
16916,842342702,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),10
16916,1558743669,"A Child Called \""It\"": One Child's Courage to Survive",10
169233,60915544,The Bean Trees,10
169233,609804138,The Sweet Potato Queens' Book of Love,10
169233,142000205,Icy Sparks,10
169233,316569321,White Oleander : A Novel,10
169233,375727345,House of Sand and Fog,10
16966,60175400,The Poisonwood Bible,10
16966,60199652,Prodigal Summer,10
16966,316569321,White Oleander : A Novel,10
16966,425158616,Cause of Death,10
16966,044651862X,The Celestine Prophecy (Celestine Prophecy),10
169663,440211727,A Time to Kill,10
169663,385479565,The Hot Zone,10
169663,425147622,The Body Farm,10
169663,671027360,Angels & Demons,10
169663,345361792,A Prayer for Owen Meany,10
170184,345339738,"The Return of the King (The Lord of the Rings, Part 3)",10
170184,034540288X,The Lost World,10
170184,345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
170184,312983824,Faking It,10
170184,553571885,A Thin Dark Line (Mysteries & Horror),10
170518,64400557,Charlotte's Web (Trophy Newbery),10
170518,345370775,Jurassic Park,10
170518,425107469,Watchers,10
170518,440202043,Shell Seekers,10
170518,440211727,A Time to Kill,10
171118,446607657,When the Wind Blows,10
171118,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),10
171118,385479565,The Hot Zone,10
171118,684874350,ANGELA'S ASHES,10
171118,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,10
172030,385504209,The Da Vinci Code,10
172030,671568175,Let Me Call You Sweetheart,10
172030,671004565,We'll Meet Again,10
172030,743460529,Daddy's Little Girl,10
172030,380018179,The Thorn Birds,10
172512,64400557,Charlotte's Web (Trophy Newbery),10
172512,375705856,Plainsong (Vintage Contemporaries),10
172512,446310786,To Kill a Mockingbird,10
172512,671041789,The Green Mile,10
172512,590353403,Harry Potter and the Sorcerer's Stone (Book 1),10
172742,671021001,She's Come Undone (Oprah's Book Club),10
172742,440414806,Holes (Yearling Newbery),10
172742,345350499,The Mists of Avalon,10
172742,375703055,Ellen Foster,10
172742,70212570,Fried Green Tomatoes at the Whistle Stop Cafe,10
173291,345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
173291,440236673,The Brethren,10
173291,440221471,The Runaway Jury,10
173291,671041789,The Green Mile,10
173291,679781587,,10
173415,312195516,The Red Tent (Bestselling Backlist),10
173415,425169863,Point of Origin,10
173415,451169530,The Stand: Complete and Uncut,10
173415,452269571,Bastard Out of Carolina,10
173415,067976402X,Snow Falling on Cedars,10
173684,044651862X,The Celestine Prophecy (Celestine Prophecy),10
173684,671042858,The Girl Who Loved Tom Gordon,10
173684,440236673,The Brethren,10
173684,440221471,The Runaway Jury,10
173684,446310786,To Kill a Mockingbird,10
174304,142001740,The Secret Life of Bees,10
174304,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,10
174304,679781587,,10
174304,446607657,When the Wind Blows,10
174304,316776963,Me Talk Pretty One Day,10
174791,64400557,Charlotte's Web (Trophy Newbery),10
174791,312195516,The Red Tent (Bestselling Backlist),10
174791,375707972,The Reader,10
174791,440202043,Shell Seekers,10
174791,080410753X,The Kitchen God's Wife,10
175003,64400557,Charlotte's Web (Trophy Newbery),10
175003,345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),10
175003,515130389,Carolina Moon,10
175003,055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),10
175003,553296981,Anne Frank: The Diary of a Young Girl,10
175886,446310786,To Kill a Mockingbird,10
175886,446364193,Along Came a Spider (Alex Cross Novels),10
175886,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
175886,067976402X,Snow Falling on Cedars,10
175886,080411868X,"Welcome to the World, Baby Girl!",10
177072,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",10
177072,345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
177072,380718340,Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),10
177072,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
177072,067976402X,Snow Falling on Cedars,10
177458,679781587,,10
177458,044021145X,The Firm,10
177458,440211727,A Time to Kill,10
177458,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),10
177458,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
178181,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10
178181,64400557,Charlotte's Web (Trophy Newbery),10
178181,425162443,The Rapture of Canaan,10
178181,440211727,A Time to Kill,10
178181,446310786,To Kill a Mockingbird,10
178667,446310786,To Kill a Mockingbird,10
178667,345417623,Timeline,10
178667,055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),10
178667,375700757,Cold Mountain : A Novel,10
178667,446604801,Jack & Jill (Alex Cross Novels),10
17950,142001740,The Secret Life of Bees,10
17950,385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),10
17950,385504209,The Da Vinci Code,10
17950,452264464,Beloved (Plume Contemporary Fiction),10
17950,671021001,She's Come Undone (Oprah's Book Club),10
179733,671003755,She's Come Undone (Oprah's Book Club (Paperback)),10
179733,60915544,The Bean Trees,10
179733,385498802,Bee Season: A Novel,10
179733,679781587,,10
179733,451176464,Gerald's Game,10
179978,380018179,The Thorn Birds,10
179978,385730586,Sisterhood of the Traveling Pants,10
179978,61015725,Prey,10
179978,055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),10
179978,64407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",10
180651,553273914,The House of the Spirits,10
180651,316096199,Lucky : A Memoir,10
180651,449221490,L Is for Lawless,10
180651,553289411,The Plains of Passage (Earth's Children (Paperback)),10
180651,446364800,The General's Daughter,10
181176,441172717,Dune (Remembering Tomorrow),10
181176,804106304,The Joy Luck Club,10
181176,439139600,Harry Potter and the Goblet of Fire (Book 4),10
181176,385504209,The Da Vinci Code,10
181176,449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),10
182085,446310786,To Kill a Mockingbird,10
182085,385479565,The Hot Zone,10
182085,345337662,Interview with the Vampire,10
182085,525947647,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,10
182085,140067477,The Tao of Pooh,10
182086,64400557,Charlotte's Web (Trophy Newbery),10
182086,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),10
182086,671027360,Angels & Demons,10
182086,440221595,The Glass Lake,10
182086,440226430,Summer Sisters,10
182993,64400557,Charlotte's Web (Trophy Newbery),10
182993,553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),10
182993,590353403,Harry Potter and the Sorcerer's Stone (Book 1),10
182993,679429220,Midnight in the Garden of Good and Evil: A Savannah Story,10
182993,044021145X,The Firm,10
183995,451524934,1984,10
183995,316776963,Me Talk Pretty One Day,10
183995,553296981,Anne Frank: The Diary of a Young Girl,10
183995,440211263,Circle of Friends,10
183995,441003257,Good Omens,10
184299,380018179,The Thorn Birds,10
184299,425124347,The Bad Place,10
184299,345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
184299,385503822,The Summons,10
184299,451160525,"The Gunslinger (The Dark Tower, Book 1)",10
185233,805063897,Nickel and Dimed: On (Not) Getting By in America,10
185233,142001740,The Secret Life of Bees,10
185233,380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),10
185233,380718340,Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),10
185233,385504209,The Da Vinci Code,10
185384,446610038,1st to Die: A Novel,10
185384,385335482,Confessions of a Shopaholic (Summer Display Opportunity),10
185384,385504209,The Da Vinci Code,10
185384,451203771,Scarlet Feather,10
185384,440202043,Shell Seekers,10
186570,080410526X,All I Really Need to Know,10
186570,446610038,1st to Die: A Novel,10
186570,446310786,To Kill a Mockingbird,10
186570,316601950,The Pilot's Wife : A Novel,10
186570,446607657,When the Wind Blows,10
187145,345417623,Timeline,10
187145,440206154,Red Dragon,10
187145,345350499,The Mists of Avalon,10
187145,452282152,Girl with a Pearl Earring,10
187145,440215625,Dragonfly in Amber,10
187517,425147622,The Body Farm,10
187517,044021145X,The Firm,10
187517,446310786,To Kill a Mockingbird,10
187517,446364193,Along Came a Spider (Alex Cross Novels),10
187517,679781587,,10
188010,044022103X,One True Thing,10
188010,451160525,"The Gunslinger (The Dark Tower, Book 1)",10
188010,590353403,Harry Potter and the Sorcerer's Stone (Book 1),10
188010,014028009X,Bridget Jones's Diary,10
188010,316769487,The Catcher in the Rye,10
189334,60175400,The Poisonwood Bible,10
189334,60199652,Prodigal Summer,10
189334,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10
189334,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10
189334,312195516,The Red Tent (Bestselling Backlist),10
189516,385335482,Confessions of a Shopaholic (Summer Display Opportunity),10
189516,385504209,The Da Vinci Code,10
189516,451203771,Scarlet Feather,10
189516,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
189516,385505833,Skipping Christmas,10
189835,141000198,Bridget Jones's Diary,10
189835,439064864,Harry Potter and the Chamber of Secrets (Book 2),10
189835,439136350,Harry Potter and the Prisoner of Azkaban (Book 3),10
189835,449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),10
189835,786867647,Lucky Man: A Memoir,10
190708,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10
190708,553571885,A Thin Dark Line (Mysteries & Horror),10
190708,590353403,Harry Potter and the Sorcerer's Stone (Book 1),10
190708,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
190708,439136369,Harry Potter and the Prisoner of Azkaban (Book 3),10
190925,60175400,The Poisonwood Bible,10
190925,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10
190925,316569321,White Oleander : A Novel,10
190925,044651862X,The Celestine Prophecy (Celestine Prophecy),10
190925,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),10
194600,312195516,The Red Tent (Bestselling Backlist),10
194600,316569321,White Oleander : A Novel,10
194600,671021001,She's Come Undone (Oprah's Book Club),10
194600,142004235,East of Eden (Oprah's Book Club),10
194600,425147622,The Body Farm,10
194669,64400557,Charlotte's Web (Trophy Newbery),10
194669,345370775,Jurassic Park,10
194669,553275976,The Bonfire of the Vanities,10
194669,440222656,The Horse Whisperer,10
194669,671027360,Angels & Demons,10
195694,449212602,The Handmaid's Tale,10
195694,590353403,Harry Potter and the Sorcerer's Stone (Book 1),10
195694,679781587,,10
195694,439064872,Harry Potter and the Chamber of Secrets (Book 2),10
195694,380002930,Watership Down,10
196077,385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),10
196077,425107469,Watchers,10
196077,446364193,Along Came a Spider (Alex Cross Novels),10
196077,446608955,A Walk to Remember,10
196077,440221595,The Glass Lake,10
196160,60959037,Prodigal Summer: A Novel,10
196160,345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",10
196160,64400557,Charlotte's Web (Trophy Newbery),10
196160,439139600,Harry Potter and the Goblet of Fire (Book 4),10
196160,553272535,Night,10
197659,60175400,The Poisonwood Bible,10
197659,60199652,Prodigal Summer,10
197659,312195516,The Red Tent (Bestselling Backlist),10
197659,316569321,White Oleander : A Novel,10
197659,038079487X,What Looks Like Crazy On An Ordinary Day,10
198711,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",10
198711,439064864,Harry Potter and the Chamber of Secrets (Book 2),10
198711,439136350,Harry Potter and the Prisoner of Azkaban (Book 3),10
198711,439139600,Harry Potter and the Goblet of Fire (Book 4),10
198711,743418174,Good in Bed,10
200226,345339711,"The Two Towers (The Lord of the Rings, Part 2)",10
200226,64400557,Charlotte's Web (Trophy Newbery),10
200226,743418174,Good in Bed,10
200226,553250531,The Valley of Horses,10
200226,440211727,A Time to Kill,10
200674,451169530,The Stand: Complete and Uncut,10
200674,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
200674,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10
200674,446310786,To Kill a Mockingbird,9.55
200674,044022165X,The Rainmaker,9.48
20115,345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
20115,553250531,The Valley of Horses,10
20115,044022165X,The Rainmaker,10
20115,067976402X,Snow Falling on Cedars,10
20115,316096199,Lucky : A Memoir,10
201290,345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",10
201290,345339711,"The Two Towers (The Lord of the Rings, Part 2)",10
201290,380018179,The Thorn Birds,10
201290,64400557,Charlotte's Web (Trophy Newbery),10
201290,385479565,The Hot Zone,10
201526,345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",10
201526,380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",10
201526,385479565,The Hot Zone,10
201526,440998050,A Wrinkle in Time,10
201526,385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",10
203240,316569321,White Oleander : A Novel,10
203240,345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
203240,380789035,American Gods,10
203240,385335482,Confessions of a Shopaholic (Summer Display Opportunity),10
203240,425158616,Cause of Death,10
203799,380018179,The Thorn Birds,10
203799,345370775,Jurassic Park,10
203799,385335482,Confessions of a Shopaholic (Summer Display Opportunity),10
203799,385504209,The Da Vinci Code,10
203799,451203771,Scarlet Feather,10
204591,64400557,Charlotte's Web (Trophy Newbery),10
204591,044021145X,The Firm,10
204591,440211727,A Time to Kill,10
204591,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),10
204591,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
204864,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10
204864,425162443,The Rapture of Canaan,10
204864,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
204864,345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",10
204864,439064864,Harry Potter and the Chamber of Secrets (Book 2),10
205473,671727796,The Color Purple,10
205473,439139600,Harry Potter and the Goblet of Fire (Book 4),10
205473,312924585,Silence of the Lambs,10
205473,425182908,Isle of Dogs,10
205473,446609404,Cradle and All,10
205735,60959037,Prodigal Summer: A Novel,10
205735,439139600,Harry Potter and the Goblet of Fire (Book 4),10
205735,679781587,,10
205735,553296981,Anne Frank: The Diary of a Young Girl,10
205735,440498058,A Wrinkle In Time,10
206534,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10
206534,64400557,Charlotte's Web (Trophy Newbery),10
206534,385722206,Balzac and the Little Chinese Seamstress : A Novel,10
206534,425124347,The Bad Place,10
206534,451160525,"The Gunslinger (The Dark Tower, Book 1)",10
206567,64400557,Charlotte's Web (Trophy Newbery),10
206567,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10
206567,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",10
206567,446310786,To Kill a Mockingbird,10
206567,671041789,The Green Mile,10
206979,60915544,The Bean Trees,10
206979,312422156,Middlesex: A Novel,10
206979,399501487,Lord of the Flies,10
206979,609804138,The Sweet Potato Queens' Book of Love,10
206979,440236673,The Brethren,9
208141,140067477,The Tao of Pooh,10
208141,380018179,The Thorn Birds,10
208141,385730586,Sisterhood of the Traveling Pants,10
208141,439139600,Harry Potter and the Goblet of Fire (Book 4),10
208141,440998050,A Wrinkle in Time,10
208406,425124347,The Bad Place,10
208406,380789035,American Gods,10
208406,451160525,"The Gunslinger (The Dark Tower, Book 1)",10
208406,446601241,Kiss the Girls,10
208406,451524934,1984,10
208829,373218036,"Truly, Madly Manhattan",10
208829,312278586,The Nanny Diaries: A Novel,10
208829,385504209,The Da Vinci Code,10
208829,553571885,A Thin Dark Line (Mysteries & Horror),10
208829,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
209373,425169863,Point of Origin,10
209373,425147622,The Body Farm,10
209373,425154092,From Potter's Field,10
209373,425163407,Unnatural Exposure,10
209373,044651862X,The Celestine Prophecy (Celestine Prophecy),10
209516,140298479,Bridget Jones: The Edge of Reason,10
209516,99771519,Memoirs of a Geisha Uk,10
209516,345361792,A Prayer for Owen Meany,10
209516,345424719,A Widow for One Year,10
209516,684801523,The Great Gatsby,10
209756,312195516,The Red Tent (Bestselling Backlist),10
209756,553296981,Anne Frank: The Diary of a Young Girl,10
209756,553272535,Night,10
209756,525947647,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,10
209756,440213290,The Copper Beech,10
210035,671041789,The Green Mile,10
210035,385505833,Skipping Christmas,10
210035,553296981,Anne Frank: The Diary of a Young Girl,10
210035,345391802,The Hitchhiker's Guide to the Galaxy,10
210035,743418174,Good in Bed,10
21014,385335482,Confessions of a Shopaholic (Summer Display Opportunity),10
21014,142001740,The Secret Life of Bees,10
21014,038079487X,What Looks Like Crazy On An Ordinary Day,10
21014,452282829,We Were the Mulvaneys,10
21014,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
210485,60199652,Prodigal Summer,10
210485,425158616,Cause of Death,10
210485,044651862X,The Celestine Prophecy (Celestine Prophecy),10
210485,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),10
210485,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
211426,425124347,The Bad Place,10
211426,380789035,American Gods,10
211426,446601241,Kiss the Girls,10
211426,446605484,Roses Are Red (Alex Cross Novels),10
211426,440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,10
211919,089480829X,What to Expect When You're Expecting (Revised Edition),10
211919,380018179,The Thorn Birds,10
211919,451184963,Insomnia,10
211919,140293248,The Girls' Guide to Hunting and Fishing,10
211919,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,10
212645,345370775,Jurassic Park,10
212645,385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),10
212645,385504209,The Da Vinci Code,10
212645,440222656,The Horse Whisperer,10
212645,446608955,A Walk to Remember,10
212923,440241537,The King of Torts,10
212923,671727796,The Color Purple,10
212923,60175400,The Poisonwood Bible,10
212923,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10
212923,316781266,The Last Time They Met : A Novel,10
212965,380018179,The Thorn Birds,10
212965,440236673,The Brethren,10
212965,553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),10
212965,385505833,Skipping Christmas,10
212965,449003787,"\""O\"" Is for Outlaw",10
214786,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10
214786,60175400,The Poisonwood Bible,10
214786,60199652,Prodigal Summer,10
214786,312195516,The Red Tent (Bestselling Backlist),10
214786,316569321,White Oleander : A Novel,10
216012,380018179,The Thorn Birds,10
216012,440211727,A Time to Kill,10
216012,440222656,The Horse Whisperer,10
216012,786868716,The Five People You Meet in Heaven,10
216012,671042262,The Blue Nowhere : A Novel,10
216444,039592720X,Interpreter of Maladies,10
216444,425162443,The Rapture of Canaan,10
216444,446310786,To Kill a Mockingbird,10
216444,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
216444,014028009X,Bridget Jones's Diary,10
216683,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10
216683,312195516,The Red Tent (Bestselling Backlist),10
216683,385504209,The Da Vinci Code,10
216683,044021145X,The Firm,10
216683,440222656,The Horse Whisperer,10
217106,671041789,The Green Mile,10
217106,590353403,Harry Potter and the Sorcerer's Stone (Book 1),10
217106,439064864,Harry Potter and the Chamber of Secrets (Book 2),10
217106,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10
217106,380018179,The Thorn Birds,10
217121,440236673,The Brethren,10
217121,440221471,The Runaway Jury,10
217121,446612790,2nd Chance,10
217121,671027360,Angels & Demons,10
217121,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,9
217375,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10
217375,312195516,The Red Tent (Bestselling Backlist),10
217375,385504209,The Da Vinci Code,10
217375,446607657,When the Wind Blows,10
217375,380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",10
217740,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10
217740,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),10
217740,679429220,Midnight in the Garden of Good and Evil: A Savannah Story,10
217740,316769487,The Catcher in the Rye,10
217740,451176464,Gerald's Game,10
218552,142001740,The Secret Life of Bees,10
218552,044021145X,The Firm,10
218552,451166892,The Pillars of the Earth,10
218552,151008116,Life of Pi,10
218552,380710218,Postmortem,10
219546,446360589,The Burden of Proof,10
219546,312924585,Silence of the Lambs,10
219546,425163407,Unnatural Exposure,10
219546,440214041,The Pelican Brief,10
219546,345339738,"The Return of the King (The Lord of the Rings, Part 3)",10
221445,316569321,White Oleander : A Novel,10
221445,345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10
221445,380718340,Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),10
221445,385335482,Confessions of a Shopaholic (Summer Display Opportunity),10
221445,385720106,A Map of the World,10
222050,380002930,Watership Down,10
222050,038079487X,What Looks Like Crazy On An Ordinary Day,10
222050,553268880,The Prince of Tides,10
222050,553571885,A Thin Dark Line (Mysteries & Horror),10
222050,553574574,Beach Music,10
222296,446310786,To Kill a Mockingbird,10
222296,385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",10
222296,345465083,Seabiscuit,10
222296,802130208,A Confederacy of Dunces (Evergreen Book),10
222296,375706771,Midwives: A Novel,9
223087,345427637,The Angel of Darkness,10
223087,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10
223087,316569321,White Oleander : A Novel,10
223087,590353403,Harry Potter and the Sorcerer's Stone (Book 1),10
223087,671021001,She's Come Undone (Oprah's Book Club),10
224138,441003257,Good Omens,10
224138,743418174,Good in Bed,10
224138,679745203,The English Patient,10
